"From","To","weight"
"Thelwall M, 2012, J AM SOC INF SCI TEC","Thelwall M, 2011, J AM SOC INF SCI TEC",8
"Thelwall M, 2012, J AM SOC INF SCI TEC","Efron M, 2011, J AM SOC INF SCI TEC",2
"Kiss Iz, 2010, J INFORMETR","Rafols I, 2010, SCIENTOMETRICS",2
"Kiss Iz, 2010, J INFORMETR","Liu Yx, 2010, J AM SOC INF SCI TEC",2
"Kiss Iz, 2010, J INFORMETR","Leydesdorff L, 2011, J AM SOC INF SCI TEC",3
"Kiss Iz, 2010, J INFORMETR","Rafols I, 2010, J AM SOC INF SCI TEC",2
"Kiss Iz, 2010, J INFORMETR","Leydesdorff L, 2010, J AM SOC INF SCI TEC",2
"Kiss Iz, 2010, J INFORMETR","Waltman L, 2010, J INFORMETR",2
"Kiss Iz, 2010, J INFORMETR","Leydesdorff L, 2011, J INFORMETR",2
"Upham Sp, 2010, SCIENTOMETRICS","Cobo Mj, 2011, J INFORMETR",2
"Upham Sp, 2010, SCIENTOMETRICS","Leydesdorff L, 2010, J AM SOC INF SCI TEC",2
"Upham Sp, 2010, SCIENTOMETRICS","Fabrikant Si, 2010, J AM SOC INF SCI TEC",2
"Upham Sp, 2010, SCIENTOMETRICS","Giuliani F, 2010, SCIENTOMETRICS",2
"Upham Sp, 2010, SCIENTOMETRICS","Cabrerizo Fj, 2010, J INFORMETR",2
"Upham Sp, 2010, SCIENTOMETRICS","Boyack Kw, 2010, J AM SOC INF SCI TEC",7
"Upham Sp, 2010, SCIENTOMETRICS","Ding Y, 2011, J INFORMETR",2
"Upham Sp, 2010, SCIENTOMETRICS","Persson O, 2010, J INFORMETR",2
"Upham Sp, 2010, SCIENTOMETRICS","Cobo Mj, 2011, J AM SOC INF SCI TEC",2
"Upham Sp, 2010, SCIENTOMETRICS","Zitt M, 2011, J AM SOC INF SCI TEC",2
"Upham Sp, 2010, SCIENTOMETRICS","Pepe A, 2010, SCIENTOMETRICS",2
"Upham Sp, 2010, SCIENTOMETRICS","Van Eck Nj, 2010, SCIENTOMETRICS",6
"Upham Sp, 2010, SCIENTOMETRICS","Liu Xh, 2010, J AM SOC INF SCI TEC",4
"Leydesdorff L, 2012, SCIENTOMETRICS","Bornmann L, 2012, J INFORMETR",5
"Leydesdorff L, 2012, SCIENTOMETRICS","Albarran P, 2011, J AM SOC INF SCI TEC",2
"Leydesdorff L, 2012, SCIENTOMETRICS","Leydesdorff L, 2010, J INFORMETR",3
"Leydesdorff L, 2012, SCIENTOMETRICS","Vinkler P, 2012, J INFORMETR",3
"Leydesdorff L, 2012, SCIENTOMETRICS","Radicchi F, 2012, J INFORMETR",5
"Leydesdorff L, 2012, SCIENTOMETRICS","Leydesdorff L, 2010, J AM SOC INF SCI TEC",5
"Leydesdorff L, 2012, SCIENTOMETRICS","Campanario Jm, 2011, SCIENTOMETRICS",2
"Leydesdorff L, 2012, SCIENTOMETRICS","Leydesdorff L, 2011, J AM SOC INF SCI TEC",28
"Leydesdorff L, 2012, SCIENTOMETRICS","Leydesdorff L, 2011, J INFORMETR",2
"Leydesdorff L, 2012, SCIENTOMETRICS","Vinkler P, 2010, SCIENTOMETRICS",2
"Leydesdorff L, 2012, SCIENTOMETRICS","Wagner Cs, 2011, J INFORMETR",2
"Leydesdorff L, 2012, SCIENTOMETRICS","Vanclay Jk, 2012, SCIENTOMETRICS",5
"Leydesdorff L, 2012, SCIENTOMETRICS","Waltman L, 2011, SCIENTOMETRICS",2
"Leydesdorff L, 2012, SCIENTOMETRICS","Rafols I, 2010, J AM SOC INF SCI TEC",3
"Leydesdorff L, 2012, SCIENTOMETRICS","Waltman L, 2013, J INFORMETR",2
"Leydesdorff L, 2012, SCIENTOMETRICS","Lozano Ga, 2012, J AM SOC INF SCI TEC",2
"Leydesdorff L, 2012, SCIENTOMETRICS","Bornmann L, 2011, J INFORMETR",9
"Leydesdorff L, 2012, SCIENTOMETRICS","Glanzel W, 2011, SCIENTOMETRICS",2
"Leydesdorff L, 2012, SCIENTOMETRICS","Schneider Jw, 2013, J INFORMETR",2
"Leydesdorff L, 2012, SCIENTOMETRICS","Guerrero-Bote Vp, 2012, J INFORMETR",2
"Leydesdorff L, 2012, SCIENTOMETRICS","Vinkler P, 2011, J AM SOC INF SCI TEC",2
"Leydesdorff L, 2012, SCIENTOMETRICS","Zhou P, 2011, J INFORMETR",4
"Leydesdorff L, 2012, SCIENTOMETRICS","Wang J, 2013, SCIENTOMETRICS",2
"Leydesdorff L, 2012, SCIENTOMETRICS","Waltman L, 2011, J INFORMETR",2
"Leydesdorff L, 2012, SCIENTOMETRICS","Rousseau R, 2012, J AM SOC INF SCI TEC",4
"Leydesdorff L, 2012, SCIENTOMETRICS","Bornmann L, 2013, J INFORMETR",5
"Leydesdorff L, 2012, SCIENTOMETRICS","Kousha K, 2011, J AM SOC INF SCI TEC",2
"Leydesdorff L, 2012, SCIENTOMETRICS","Bornmann L, 2010, J INFORMETR",2
"Persson O, 2010, J INFORMETR","Boyack Kw, 2010, J AM SOC INF SCI TEC",3
"Etxebarria G, 2012, SCIENTOMETRICS","Leydesdorff L, 2013, SCIENTOMETRICS",2
"Niazi M, 2011, SCIENTOMETRICS","Zhao Ry, 2011, SCIENTOMETRICS",2
"Baccini A, 2010, SCIENTOMETRICS","Bar-Ilan J, 2010, J INFORMETR",2
"Liang Lm, 2013, SCIENTOMETRICS","Mingers J, 2010, SCIENTOMETRICS",2
"Liang Lm, 2013, SCIENTOMETRICS","Zitt M, 2012, SCIENTOMETRICS",2
"Liang Lm, 2013, SCIENTOMETRICS","Campanario Jm, 2011, SCIENTOMETRICS",2
"Liang Lm, 2013, SCIENTOMETRICS","Gonzalez-Alcaide G, 2012, SCIENTOMETRICS",2
"Liang Lm, 2013, SCIENTOMETRICS","Lancho-Barrantes Bs, 2010, SCIENTOMETRICS",2
"Liang Lm, 2013, SCIENTOMETRICS","Vinkler P, 2012, SCIENTOMETRICS",2
"Slyder Jb, 2011, SCIENTOMETRICS","Abramo G, 2011, SCIENTOMETRICS",2
"Franceschet M, 2010, J INFORMETR","Gazni A, 2011, SCIENTOMETRICS",5
"Franceschet M, 2010, J INFORMETR","Vanclay Jk, 2012, SCIENTOMETRICS",2
"Franceschet M, 2010, J INFORMETR","Serenko A, 2010, J INFORMETR",2
"Franceschet M, 2010, J INFORMETR","Van Leeuwen T, 2012, SCIENTOMETRICS",3
"Franceschet M, 2010, J INFORMETR","Abramo G, 2011, SCIENTOMETRICS",4
"Franceschet M, 2010, J INFORMETR","Vinkler P, 2012, SCIENTOMETRICS",2
"Franceschet M, 2010, J INFORMETR","Balaban At, 2012, SCIENTOMETRICS",2
"Franceschet M, 2010, J INFORMETR","Liao Ch, 2011, SCIENTOMETRICS",2
"Franceschet M, 2010, J INFORMETR","Elkins Mr, 2010, SCIENTOMETRICS",3
"Franceschet M, 2010, J INFORMETR","Bornmann L, 2012, J INFORMETR",2
"Franceschet M, 2010, J INFORMETR","Gonzalez-Albo B, 2011, J INFORMETR",2
"Franceschet M, 2010, J INFORMETR","Levitt Jm, 2010, SCIENTOMETRICS",3
"Franceschet M, 2010, J INFORMETR","Smolinsky L, 2012, SCIENTOMETRICS",2
"Franceschet M, 2010, J INFORMETR","Campanario Jm, 2011, SCIENTOMETRICS",2
"Franceschet M, 2010, J INFORMETR","Lariviere V, 2010, J AM SOC INF SCI TEC",2
"Franceschet M, 2010, J INFORMETR","Zitt M, 2010, J INFORMETR",2
"Franceschet M, 2010, J INFORMETR","Serenko A, 2011, J INFORMETR",2
"Franceschet M, 2010, J INFORMETR","Waltman L, 2011, J INFORMETR",3
"Franceschet M, 2010, J INFORMETR","Franceschet M, 2011, J AM SOC INF SCI TEC",2
"Cabrerizo Fj, 2010, J INFORMETR","Moussa S, 2010, J INFORMETR",2
"Cabrerizo Fj, 2010, J INFORMETR","Egghe L, 2011, SCIENTOMETRICS",2
"Cabrerizo Fj, 2010, J INFORMETR","Alonso S, 2010, SCIENTOMETRICS",8
"Cabrerizo Fj, 2010, J INFORMETR","Kuan Ch, 2011, J INFORMETR",3
"Cabrerizo Fj, 2010, J INFORMETR","Bornmann L, 2010, J INFORMETR",5
"Cabrerizo Fj, 2010, J INFORMETR","Abramo G, 2011, SCIENTOMETRICS",2
"Cabrerizo Fj, 2010, J INFORMETR","Wu Q, 2010, J AM SOC INF SCI TEC",5
"Savanur K, 2010, SCIENTOMETRICS","Prathap G, 2010, SCIENTOMETRICS",2
"Savanur K, 2010, SCIENTOMETRICS","Alonso S, 2010, SCIENTOMETRICS",2
"Parker Jn, 2010, SCIENTOMETRICS","Lariviere V, 2011, SCIENTOMETRICS",2
"Chen Dz, 2011, J INFORMETR","Chen Ys, 2012, SCIENTOMETRICS",2
"Chen Dz, 2011, J INFORMETR","Hu Xj, 2011, J INFORMETR",2
"Leydesdorff L, 2013, SCIENTOMETRICS","Karpagam R, 2011, SCIENTOMETRICS",2
"Leydesdorff L, 2013, SCIENTOMETRICS","Leydesdorff L, 2010, J AM SOC INF SCI TEC",2
"Leydesdorff L, 2013, SCIENTOMETRICS","Avila-Robinson A, 2013, SCIENTOMETRICS",2
"Leydesdorff L, 2013, SCIENTOMETRICS","Waltman L, 2010, J INFORMETR",2
"Leydesdorff L, 2013, SCIENTOMETRICS","Bhattacharya S, 2012, SCIENTOMETRICS",3
"Leydesdorff L, 2013, SCIENTOMETRICS","Rafols I, 2010, J AM SOC INF SCI TEC",5
"Leydesdorff L, 2013, SCIENTOMETRICS","Arora Sk, 2013, SCIENTOMETRICS",2
"Leydesdorff L, 2013, SCIENTOMETRICS","Rafols I, 2010, SCIENTOMETRICS",2
"Leydesdorff L, 2013, SCIENTOMETRICS","Tang L, 2011, SCIENTOMETRICS",4
"Leydesdorff L, 2013, SCIENTOMETRICS","Leydesdorff L, 2011, J AM SOC INF SCI TEC",2
"Leydesdorff L, 2013, SCIENTOMETRICS","Mohammadi E, 2012, SCIENTOMETRICS",2
"Ortega Jl, 2011, SCIENTOMETRICS","Gao X, 2011, SCIENTOMETRICS",2
"Campanario Jm, 2011, SCIENTOMETRICS","Leydesdorff L, 2010, J AM SOC INF SCI TEC",2
"Campanario Jm, 2011, SCIENTOMETRICS","Campanario Jm, 2011, J AM SOC INF SCI TEC",3
"Campanario Jm, 2011, SCIENTOMETRICS","Leydesdorff L, 2011, J AM SOC INF SCI TEC",2
"Campanario Jm, 2011, SCIENTOMETRICS","Cobo Mj, 2011, J AM SOC INF SCI TEC",3
"Campanario Jm, 2011, SCIENTOMETRICS","Lariviere V, 2010, J AM SOC INF SCI TEC",2
"Campanario Jm, 2011, SCIENTOMETRICS","Wang Sh, 2010, J INFORMETR",2
"Campanario Jm, 2011, SCIENTOMETRICS","Vanclay Jk, 2012, SCIENTOMETRICS",3
"Campanario Jm, 2011, SCIENTOMETRICS","Rousseau R, 2012, SCIENTOMETRICS",2
"Campanario Jm, 2011, SCIENTOMETRICS","Mingers J, 2010, SCIENTOMETRICS",2
"Campanario Jm, 2011, SCIENTOMETRICS","Zitt M, 2012, SCIENTOMETRICS",2
"Campanario Jm, 2011, SCIENTOMETRICS","Gonzalez-Alcaide G, 2012, SCIENTOMETRICS",2
"Campanario Jm, 2011, SCIENTOMETRICS","Bensman Sj, 2012, SCIENTOMETRICS",3
"Campanario Jm, 2011, SCIENTOMETRICS","Lancho-Barrantes Bs, 2010, SCIENTOMETRICS",2
"Campanario Jm, 2011, SCIENTOMETRICS","Bensman Sj, 2010, J AM SOC INF SCI TEC",2
"Campanario Jm, 2011, SCIENTOMETRICS","Abramo G, 2010, SCIENTOMETRICS",2
"Campanario Jm, 2011, SCIENTOMETRICS","Vinkler P, 2012, SCIENTOMETRICS",2
"Campanario Jm, 2011, SCIENTOMETRICS","Bar-Ilan J, 2010, J INFORMETR",2
"Egghe L, 2014, J INFORMETR","Franceschini F, 2012, SCIENTOMETRICS",2
"Leydesdorff L, 2011, J INFORMETR","Bornmann L, 2011, J INFORMETR",10
"Leydesdorff L, 2011, J INFORMETR","Wagner Cs, 2011, J INFORMETR",7
"Leydesdorff L, 2011, J INFORMETR","Bornmann L, 2013, J INFORMETR",2
"Leydesdorff L, 2011, J INFORMETR","Abramo G, 2013, J INFORMETR",2
"Leydesdorff L, 2011, J INFORMETR","Leydesdorff L, 2010, J INFORMETR",6
"Leydesdorff L, 2011, J INFORMETR","Leydesdorff L, 2010, J AM SOC INF SCI TEC",10
"Leydesdorff L, 2011, J INFORMETR","Waltman L, 2010, J INFORMETR",3
"Leydesdorff L, 2011, J INFORMETR","Lariviere V, 2010, J AM SOC INF SCI TEC",2
"Leydesdorff L, 2011, J INFORMETR","Rafols I, 2010, SCIENTOMETRICS",7
"Leydesdorff L, 2011, J INFORMETR","Glanzel W, 2010, J INFORMETR",4
"Leydesdorff L, 2011, J INFORMETR","Leydesdorff L, 2012, J INFORMETR",2
"Leydesdorff L, 2011, J INFORMETR","Vinkler P, 2010, SCIENTOMETRICS",2
"Leydesdorff L, 2011, J INFORMETR","Rafols I, 2010, J AM SOC INF SCI TEC",7
"Leydesdorff L, 2011, J INFORMETR","Vinkler P, 2011, J AM SOC INF SCI TEC",3
"Leydesdorff L, 2011, J INFORMETR","Zitt M, 2010, J INFORMETR",2
"Leydesdorff L, 2011, J INFORMETR","Bornmann L, 2010, J INFORMETR",10
"Leydesdorff L, 2011, J INFORMETR","Waltman L, 2011, J INFORMETR",9
"Leydesdorff L, 2011, J INFORMETR","Van Eck Nj, 2010, SCIENTOMETRICS",4
"Leydesdorff L, 2011, J INFORMETR","Abramo G, 2012, J INFORMETR",2
"Leydesdorff L, 2011, J INFORMETR","Waltman L, 2011, SCIENTOMETRICS",5
"Leydesdorff L, 2011, J INFORMETR","Leydesdorff L, 2011, J AM SOC INF SCI TEC",18
"Leydesdorff L, 2011, J INFORMETR","Prathap G, 2011, SCIENTOMETRICS",2
"Yang Y, 2012, SCIENTOMETRICS","Zhao Lm, 2011, SCIENTOMETRICS",2
"Sun Y, 2010, SCIENTOMETRICS","Leydesdorff L, 2010, J AM SOC INF SCI TEC",2
"Hu Mc, 2011, SCIENTOMETRICS","Jang Sl, 2011, SCIENTOMETRICS",2
"Hu Mc, 2011, SCIENTOMETRICS","Messinis G, 2011, SCIENTOMETRICS",2
"Khan Gf, 2012, SCIENTOMETRICS","Lei Xp, 2012, SCIENTOMETRICS",3
"Khan Gf, 2012, SCIENTOMETRICS","Shapiro Ma, 2012, SCIENTOMETRICS",3
"Khan Gf, 2012, SCIENTOMETRICS","Kondo M, 2012, SCIENTOMETRICS",2
"Khan Gf, 2012, SCIENTOMETRICS","Hossain Md, 2012, SCIENTOMETRICS",2
"Khan Gf, 2012, SCIENTOMETRICS","Kwon Ks, 2012, SCIENTOMETRICS",6
"Khan Gf, 2012, SCIENTOMETRICS","Kim M, 2012, SCIENTOMETRICS",3
"Khan Gf, 2012, SCIENTOMETRICS","Shin Jc, 2012, SCIENTOMETRICS",5
"Khan Gf, 2012, SCIENTOMETRICS","Kim H, 2012, SCIENTOMETRICS",6
"Rorissa A, 2010, J AM SOC INF SCI TEC","Stvilia B, 2010, J AM SOC INF SCI TEC",5
"Rorissa A, 2010, J AM SOC INF SCI TEC","Ding Y, 2010, J AM SOC INF SCI TEC",2
"Kronegger L, 2012, SCIENTOMETRICS","Abbasi A, 2011, J INFORMETR",2
"Kronegger L, 2012, SCIENTOMETRICS","Abbasi A, 2011, SCIENTOMETRICS",2
"Vinkler P, 2010, SCIENTOMETRICS","Vinkler P, 2012, J INFORMETR",4
"Vinkler P, 2010, SCIENTOMETRICS","Radicchi F, 2012, J INFORMETR",2
"Vinkler P, 2010, SCIENTOMETRICS","Leydesdorff L, 2010, J AM SOC INF SCI TEC",2
"Vinkler P, 2010, SCIENTOMETRICS","Kosmulski M, 2011, J INFORMETR",4
"Vinkler P, 2010, SCIENTOMETRICS","Leydesdorff L, 2011, J AM SOC INF SCI TEC",8
"Vinkler P, 2010, SCIENTOMETRICS","Glanzel W, 2010, J INFORMETR",2
"Vinkler P, 2010, SCIENTOMETRICS","Bornmann L, 2011, J INFORMETR",12
"Vinkler P, 2010, SCIENTOMETRICS","Glanzel W, 2011, SCIENTOMETRICS",2
"Vinkler P, 2010, SCIENTOMETRICS","Vinkler P, 2011, J AM SOC INF SCI TEC",12
"Vinkler P, 2010, SCIENTOMETRICS","Bornmann L, 2010, J INFORMETR",3
"Vinkler P, 2010, SCIENTOMETRICS","Waltman L, 2011, J INFORMETR",3
"Vinkler P, 2010, SCIENTOMETRICS","Franceschini F, 2012, SCIENTOMETRICS",2
"Vinkler P, 2010, SCIENTOMETRICS","Waltman L, 2011, SCIENTOMETRICS",2
"Vinkler P, 2010, SCIENTOMETRICS","Vinkler P, 2012, SCIENTOMETRICS",2
"Vinkler P, 2010, SCIENTOMETRICS","Wu Q, 2010, J AM SOC INF SCI TEC",2
"Vinkler P, 2010, SCIENTOMETRICS","Zhou P, 2011, J INFORMETR",2
"Vinkler P, 2010, SCIENTOMETRICS","Bartneck C, 2011, SCIENTOMETRICS",2
"Milojevic S, 2010, J AM SOC INF SCI TEC","Zhao Sx, 2011, J INFORMETR",3
"Milojevic S, 2010, J AM SOC INF SCI TEC","Ding Y, 2011, J INFORMETR",3
"Milojevic S, 2010, J AM SOC INF SCI TEC","Abbasi A, 2011, SCIENTOMETRICS",2
"Milojevic S, 2010, J AM SOC INF SCI TEC","Abbasi A, 2011, J INFORMETR",2
"Milojevic S, 2010, J AM SOC INF SCI TEC","Schubert A, 2012, SCIENTOMETRICS",2
"Milojevic S, 2010, J AM SOC INF SCI TEC","Ding Y, 2011, J AM SOC INF SCI TEC",2
"Hjorland B, 2011, J AM SOC INF SCI TEC","Hjorland B, 2010, J AM SOC INF SCI TEC",2
"Breimer Lh, 2011, SCIENTOMETRICS","Van Arensbergen P, 2012, SCIENTOMETRICS",2
"Breimer Lh, 2011, SCIENTOMETRICS","Aksnes Dw, 2011, J AM SOC INF SCI TEC",2
"Breimer Lh, 2011, SCIENTOMETRICS","Mendlowicz Mv, 2011, SCIENTOMETRICS",2
"Breimer Lh, 2011, SCIENTOMETRICS","Pudovkin A, 2012, SCIENTOMETRICS",2
"Breimer Lh, 2011, SCIENTOMETRICS","Lariviere V, 2011, SCIENTOMETRICS",2
"Breimer Lh, 2011, SCIENTOMETRICS","Vela B, 2012, SCIENTOMETRICS",2
"Huang Mh, 2012, SCIENTOMETRICS","Lariviere V, 2012, J AM SOC INF SCI TEC",2
"Yan E, 2011, J AM SOC INF SCI TEC","Guerrero-Bote Vp, 2012, J INFORMETR",2
"Yan E, 2011, J AM SOC INF SCI TEC","Egghe L, 2011, SCIENTOMETRICS",2
"Yan E, 2011, J AM SOC INF SCI TEC","Waltman L, 2011, SCIENTOMETRICS",3
"Yan E, 2011, J AM SOC INF SCI TEC","Ding Y, 2011, J AM SOC INF SCI TEC",2
"Yan E, 2011, J AM SOC INF SCI TEC","Yan Ej, 2012, SCIENTOMETRICS",2
"Li Df, 2012, J INFORMETR","Sugimoto Cr, 2011, J AM SOC INF SCI TEC",2
"Li Df, 2012, J INFORMETR","Ding Y, 2011, J AM SOC INF SCI TEC",2
"Callaert J, 2012, SCIENTOMETRICS","Lo Scs, 2010, SCIENTOMETRICS",2
"Callaert J, 2012, SCIENTOMETRICS","Ribeiro Lc, 2010, SCIENTOMETRICS",2
"Yang B, 2013, SCIENTOMETRICS","Thelwall M, 2011, J AM SOC INF SCI TEC",2
"Waltman L, 2010, J AM SOC INF SCI TEC","Radicchi F, 2012, J INFORMETR",4
"Waltman L, 2010, J AM SOC INF SCI TEC","Leydesdorff L, 2010, J AM SOC INF SCI TEC",5
"Waltman L, 2010, J AM SOC INF SCI TEC","Waltman L, 2010, J INFORMETR",2
"Waltman L, 2010, J AM SOC INF SCI TEC","Zitt M, 2010, J INFORMETR",5
"Waltman L, 2010, J AM SOC INF SCI TEC","Zhou P, 2011, J INFORMETR",2
"Waltman L, 2010, J AM SOC INF SCI TEC","Zitt M, 2011, SCIENTOMETRICS",3
"Waltman L, 2010, J AM SOC INF SCI TEC","Gonzalez-Pereira B, 2010, J INFORMETR",2
"Waltman L, 2010, J AM SOC INF SCI TEC","Glanzel W, 2011, SCIENTOMETRICS",4
"Waltman L, 2010, J AM SOC INF SCI TEC","Leydesdorff L, 2010, J INFORMETR",2
"Waltman L, 2010, J AM SOC INF SCI TEC","Waltman L, 2011, J INFORMETR",5
"Waltman L, 2010, J AM SOC INF SCI TEC","Bouyssou D, 2011, J INFORMETR",2
"Waltman L, 2010, J AM SOC INF SCI TEC","Waltman L, 2011, SCIENTOMETRICS",2
"Waltman L, 2010, J AM SOC INF SCI TEC","Leydesdorff L, 2011, J AM SOC INF SCI TEC",8
"Waltman L, 2010, J AM SOC INF SCI TEC","Waltman L, 2013, J INFORMETR",2
"Waltman L, 2010, J AM SOC INF SCI TEC","Van Raan Afj, 2011, SCIENTOMETRICS",2
"Liu Xz, 2012, J INFORMETR","Liu Xz, 2012, SCIENTOMETRICS",3
"Liu Xz, 2012, J INFORMETR","Hagen Nt, 2010, SCIENTOMETRICS",4
"Liu Xz, 2012, J INFORMETR","Waltman L, 2012, J INFORMETR",2
"Lo Scs, 2010, SCIENTOMETRICS","Glanzel W, 2011, SCIENTOMETRICS",2
"Lo Scs, 2010, SCIENTOMETRICS","Ribeiro Lc, 2010, SCIENTOMETRICS",2
"Sugimoto Cr, 2011, SCIENTOMETRICS","Sugimoto Cr, 2011, J AM SOC INF SCI TEC",7
"Sugimoto Cr, 2011, SCIENTOMETRICS","Rafols I, 2010, SCIENTOMETRICS",2
"Kim Jh, 2010, J AM SOC INF SCI TEC","Thelwall M, 2011, J AM SOC INF SCI TEC",2
"Kim Jh, 2010, J AM SOC INF SCI TEC","Vaughan L, 2010, J INFORMETR",2
"Kim Jh, 2010, J AM SOC INF SCI TEC","Romero-Frias E, 2010, J AM SOC INF SCI TEC",3
"Wong Cy, 2012, SCIENTOMETRICS","Wong Cy, 2013, SCIENTOMETRICS",2
"Nguyen Tv, 2011, SCIENTOMETRICS","Vinluan Lr, 2012, SCIENTOMETRICS",2
"Nguyen Tv, 2011, SCIENTOMETRICS","Kliegl R, 2011, SCIENTOMETRICS",2
"Pislyakov V, 2010, SCIENTOMETRICS","Lariviere V, 2010, J AM SOC INF SCI TEC",2
"Sivertsen G, 2012, SCIENTOMETRICS","Benavent-Perez M, 2012, SCIENTOMETRICS",2
"Sivertsen G, 2012, SCIENTOMETRICS","Engels Tce, 2012, SCIENTOMETRICS",4
"Sivertsen G, 2012, SCIENTOMETRICS","Schneider Jw, 2013, J INFORMETR",2
"Ajiferuke I, 2010, SCIENTOMETRICS","Sugimoto Cr, 2011, J AM SOC INF SCI TEC",2
"Ajiferuke I, 2010, SCIENTOMETRICS","Franceschini F, 2010, J INFORMETR",2
"Ajiferuke I, 2010, SCIENTOMETRICS","Costas R, 2010, SCIENTOMETRICS",2
"Ajiferuke I, 2010, SCIENTOMETRICS","Ajiferuke I, 2010, J AM SOC INF SCI TEC",3
"Prathap G, 2010, SCIENTOMETRICS","Bornmann L, 2011, J INFORMETR",2
"Prathap G, 2010, SCIENTOMETRICS","Egghe L, 2012, SCIENTOMETRICS",2
"Prathap G, 2010, SCIENTOMETRICS","Prathap G, 2014, J ASSOC INF SCI TECH",6
"Prathap G, 2010, SCIENTOMETRICS","Ye Fy, 2011, J AM SOC INF SCI TEC",2
"Prathap G, 2010, SCIENTOMETRICS","Norris M, 2010, J INFORMETR",2
"Prathap G, 2010, SCIENTOMETRICS","Henzinger M, 2010, SCIENTOMETRICS",2
"Prathap G, 2010, SCIENTOMETRICS","Alonso S, 2010, SCIENTOMETRICS",7
"Prathap G, 2010, SCIENTOMETRICS","Egghe L, 2012, J AM SOC INF SCI TEC",6
"Prathap G, 2010, SCIENTOMETRICS","Franceschini F, 2010, J INFORMETR",2
"Prathap G, 2010, SCIENTOMETRICS","Hirsch Je, 2010, SCIENTOMETRICS",2
"Prathap G, 2010, SCIENTOMETRICS","Franceschini F, 2011, SCIENTOMETRICS",3
"Prathap G, 2010, SCIENTOMETRICS","Raj Rg, 2012, SCIENTOMETRICS",2
"Prathap G, 2010, SCIENTOMETRICS","Bornmann L, 2010, J INFORMETR",2
"Prathap G, 2010, SCIENTOMETRICS","Prathap G, 2012, SCIENTOMETRICS",2
"Prathap G, 2010, SCIENTOMETRICS","Leydesdorff L, 2011, J AM SOC INF SCI TEC",3
"Prathap G, 2010, SCIENTOMETRICS","Prathap G, 2011, SCIENTOMETRICS",23
"Leydesdorff L, 2010, J INFORMETR","Wagner Cs, 2011, J INFORMETR",2
"Leydesdorff L, 2010, J INFORMETR","Albarran P, 2011, SCIENTOMETRICS",4
"Leydesdorff L, 2010, J INFORMETR","Radicchi F, 2012, J INFORMETR",8
"Leydesdorff L, 2010, J INFORMETR","Leydesdorff L, 2010, J AM SOC INF SCI TEC",6
"Leydesdorff L, 2010, J INFORMETR","Zitt M, 2010, J INFORMETR",8
"Leydesdorff L, 2010, J INFORMETR","Prathap G, 2011, SCIENTOMETRICS",3
"Leydesdorff L, 2010, J INFORMETR","Hirsch Je, 2010, SCIENTOMETRICS",2
"Leydesdorff L, 2010, J INFORMETR","Vanclay Jk, 2012, SCIENTOMETRICS",2
"Leydesdorff L, 2010, J INFORMETR","Glanzel W, 2010, J INFORMETR",3
"Leydesdorff L, 2010, J INFORMETR","Albarran P, 2011, J AM SOC INF SCI TEC",4
"Leydesdorff L, 2010, J INFORMETR","Franceschini F, 2012, SCIENTOMETRICS",2
"Leydesdorff L, 2010, J INFORMETR","Rafols I, 2010, J AM SOC INF SCI TEC",2
"Leydesdorff L, 2010, J INFORMETR","Franceschini F, 2011, SCIENTOMETRICS",2
"Leydesdorff L, 2010, J INFORMETR","Bornmann L, 2011, J INFORMETR",8
"Leydesdorff L, 2010, J INFORMETR","Glanzel W, 2011, SCIENTOMETRICS",5
"Leydesdorff L, 2010, J INFORMETR","Franceschini F, 2010, J INFORMETR",2
"Leydesdorff L, 2010, J INFORMETR","Bornmann L, 2010, J INFORMETR",10
"Leydesdorff L, 2010, J INFORMETR","Albarran P, 2011, J INFORMETR",2
"Leydesdorff L, 2010, J INFORMETR","Hagen Nt, 2010, SCIENTOMETRICS",2
"Leydesdorff L, 2010, J INFORMETR","Waltman L, 2011, J INFORMETR",11
"Leydesdorff L, 2010, J INFORMETR","Abramo G, 2012, J INFORMETR",3
"Leydesdorff L, 2010, J INFORMETR","Costas R, 2011, SCIENTOMETRICS",2
"Leydesdorff L, 2010, J INFORMETR","Waltman L, 2011, SCIENTOMETRICS",8
"Leydesdorff L, 2010, J INFORMETR","Leydesdorff L, 2011, J AM SOC INF SCI TEC",26
"Leydesdorff L, 2010, J INFORMETR","Li Yr, 2013, J INFORMETR",3
"Leydesdorff L, 2010, J INFORMETR","Zhou P, 2011, J INFORMETR",5
"Leydesdorff L, 2010, J INFORMETR","Sirtes D, 2012, J INFORMETR",3
"Elkins Mr, 2010, SCIENTOMETRICS","Serenko A, 2010, J INFORMETR",3
"Elkins Mr, 2010, SCIENTOMETRICS","Serenko A, 2011, J INFORMETR",3
"Van Raan Afj, 2011, SCIENTOMETRICS","Glanzel W, 2011, SCIENTOMETRICS",2
"Van Raan Afj, 2011, SCIENTOMETRICS","Radicchi F, 2012, J INFORMETR",3
"Van Raan Afj, 2011, SCIENTOMETRICS","Zhou P, 2011, J INFORMETR",2
"Van Raan Afj, 2011, SCIENTOMETRICS","Leydesdorff L, 2010, J AM SOC INF SCI TEC",2
"Van Raan Afj, 2011, SCIENTOMETRICS","Zitt M, 2010, J INFORMETR",2
"Van Raan Afj, 2011, SCIENTOMETRICS","Waltman L, 2011, J INFORMETR",5
